,cdl,irrigation_flag,irrigation_type,irrigated_fraction,above_canopy_acres,below_canopy_acres,state
688,24,0,,0.0,0,0,RI
689,24,0,,0.158,5272,0,SC
690,24,0,,0.033,1620,202,SD
691,24,0,,0.054000000000000006,3060,0,TN
692,24,1,over,0.505,426724,13322,TX
693,24,1,under,0.7440000000000001,15648,25308,UT
694,24,0,,0.0,0,0,VT
695,24,0,,0.081,2230,0,VA
696,24,1,over,0.539,209665,17393,WA
697,24,0,,0.0,0,0,WV
698,24,0,,0.163,2377,0,WI
699,24,0,,0.331,5836,2050,WY
700,25,0,,0.0,0,0,AL
701,25,0,,0.0,0,0,AK
702,25,1,under,0.965,12362,48710,AZ
703,25,0,,0.0,0,0,AR
704,25,1,under,0.752,29285,48238,CA
705,25,1,over,0.8690000000000001,54046,4060,CO
706,25,0,,0.0,0,0,CT
707,25,0,,0.161,1495,0,DE
708,25,1,over,0.875,3443,0,FL
709,25,0,,0.255,3615,0,GA
710,25,0,,0.0,0,0,HI
711,25,1,over,0.8220000000000001,407572,34429,ID
712,25,0,,0.204,300,0,IL
713,25,0,,0.016,32,0,IN
714,25,0,,0.005,10,0,IA
715,25,0,,0.09,13532,137,KS
716,25,0,,0.047,42,0,KY
717,25,0,,0.0,0,0,LA
718,25,0,,0.055,387,0,ME
719,25,0,,0.174,1264,0,MD
720,25,0,,0.0,0,0,MA
721,25,0,,0.163,1107,0,MI
722,25,0,,0.11800000000000001,2026,0,MN
723,25,0,,0.0,0,0,MS
724,25,0,,0.0,0,0,MO
725,25,1,over,0.584,130346,112525,MT
726,25,0,,0.063,14904,0,NE
727,25,1,over,0.9079999999999999,5323,4172,NV
728,25,1,over,0.985,193,0,NH
729,25,0,,0.0,0,0,NJ
730,25,1,over,1.0,6591,5113,NM
731,25,0,,0.172,387,0,NY
732,25,1,over,0.79,1712,0,NC
733,25,0,,0.281,3115,3924,ND
734,25,0,,0.0,0,0,OH
735,25,1,over,0.48200000000000004,6192,0,OK
736,25,1,over,0.6920000000000001,12376,2531,OR
737,25,0,,0.017,105,0,PA
738,25,0,,0.0,0,0,RI
739,25,0,,0.0,0,0,SC
740,25,0,,0.16,418,731,SD
741,25,1,over,0.748,193,0,TN
742,25,1,over,0.8240000000000001,91518,0,TX
743,25,1,over,0.927,25079,18678,UT
744,25,0,,0.0,0,0,VT
745,25,0,,0.0,0,0,VA
746,25,1,over,0.878,19556,1853,WA
747,25,1,over,1.0,3,0,WV
748,25,0,,0.09699999999999999,1889,0,WI
749,25,1,over,0.684,38128,36555,WY
750,27,0,,0.0,0,0,AL
751,27,0,,0.0,0,0,AK
752,27,1,under,0.965,12362,48710,AZ
753,27,0,,0.0,0,0,AR
754,27,1,under,0.752,29285,48238,CA
755,27,1,over,0.8690000000000001,54046,4060,CO
756,27,0,,0.0,0,0,CT
757,27,0,,0.161,1495,0,DE
758,27,1,over,0.875,3443,0,FL
759,27,0,,0.255,3615,0,GA
760,27,0,,0.0,0,0,HI
761,27,1,over,0.8220000000000001,407572,34429,ID
762,27,0,,0.204,300,0,IL
763,27,0,,0.016,32,0,IN
764,27,0,,0.005,10,0,IA
765,27,0,,0.09,13532,137,KS
766,27,0,,0.047,42,0,KY
767,27,0,,0.0,0,0,LA
768,27,0,,0.055,387,0,ME
769,27,0,,0.174,1264,0,MD
770,27,0,,0.0,0,0,MA
771,27,0,,0.163,1107,0,MI
772,27,0,,0.11800000000000001,2026,0,MN
773,27,0,,0.0,0,0,MS
774,27,0,,0.0,0,0,MO
775,27,1,over,0.584,130346,112525,MT
776,27,0,,0.063,14904,0,NE
777,27,1,over,0.9079999999999999,5323,4172,NV
778,27,1,over,0.985,193,0,NH
779,27,0,,0.0,0,0,NJ
780,27,1,over,1.0,6591,5113,NM
781,27,0,,0.172,387,0,NY
782,27,1,over,0.79,1712,0,NC
783,27,0,,0.281,3115,3924,ND
784,27,0,,0.0,0,0,OH
785,27,1,over,0.48200000000000004,6192,0,OK
786,27,1,over,0.6920000000000001,12376,2531,OR
787,27,0,,0.017,105,0,PA
788,27,0,,0.0,0,0,RI
789,27,0,,0.0,0,0,SC
790,27,0,,0.16,418,731,SD
791,27,1,over,0.748,193,0,TN
792,27,1,over,0.8240000000000001,91518,0,TX
793,27,1,over,0.927,25079,18678,UT
794,27,0,,0.0,0,0,VT
795,27,0,,0.0,0,0,VA
796,27,1,over,0.878,19556,1853,WA
797,27,1,over,1.0,3,0,WV
798,27,0,,0.09699999999999999,1889,0,WI
799,27,1,over,0.684,38128,36555,WY
800,28,0,,0.0,0,0,AL
801,28,0,,0.0,0,0,AK
802,28,1,under,0.965,12362,48710,AZ
803,28,0,,0.0,0,0,AR
804,28,1,under,0.752,29285,48238,CA
805,28,1,over,0.8690000000000001,54046,4060,CO
806,28,0,,0.0,0,0,CT
807,28,0,,0.161,1495,0,DE
808,28,1,over,0.875,3443,0,FL
809,28,0,,0.255,3615,0,GA
810,28,0,,0.0,0,0,HI
811,28,1,over,0.8220000000000001,407572,34429,ID
812,28,0,,0.204,300,0,IL
813,28,0,,0.016,32,0,IN
814,28,0,,0.005,10,0,IA
815,28,0,,0.09,13532,137,KS
816,28,0,,0.047,42,0,KY
817,28,0,,0.0,0,0,LA
818,28,0,,0.055,387,0,ME
819,28,0,,0.174,1264,0,MD
820,28,0,,0.0,0,0,MA
821,28,0,,0.163,1107,0,MI
822,28,0,,0.11800000000000001,2026,0,MN
823,28,0,,0.0,0,0,MS
824,28,0,,0.0,0,0,MO
825,28,1,over,0.584,130346,112525,MT
826,28,0,,0.063,14904,0,NE
827,28,1,over,0.9079999999999999,5323,4172,NV
828,28,1,over,0.985,193,0,NH
829,28,0,,0.0,0,0,NJ
830,28,1,over,1.0,6591,5113,NM
831,28,0,,0.172,387,0,NY
832,28,1,over,0.79,1712,0,NC
833,28,0,,0.281,3115,3924,ND
834,28,0,,0.0,0,0,OH
835,28,1,over,0.48200000000000004,6192,0,OK
836,28,1,over,0.6920000000000001,12376,2531,OR
837,28,0,,0.017,105,0,PA
838,28,0,,0.0,0,0,RI
839,28,0,,0.0,0,0,SC
840,28,0,,0.16,418,731,SD
841,28,1,over,0.748,193,0,TN
842,28,1,over,0.8240000000000001,91518,0,TX
843,28,1,over,0.927,25079,18678,UT
844,28,0,,0.0,0,0,VT
845,28,0,,0.0,0,0,VA
846,28,1,over,0.878,19556,1853,WA
847,28,1,over,1.0,3,0,WV
848,28,0,,0.09699999999999999,1889,0,WI
849,28,1,over,0.684,38128,36555,WY
850,29,0,,0.0,0,0,AL
851,29,0,,0.0,0,0,AK
852,29,1,under,0.965,12362,48710,AZ
853,29,0,,0.0,0,0,AR
854,29,1,under,0.752,29285,48238,CA
855,29,1,over,0.8690000000000001,54046,4060,CO
856,29,0,,0.0,0,0,CT
857,29,0,,0.161,1495,0,DE
858,29,1,over,0.875,3443,0,FL
859,29,0,,0.255,3615,0,GA
860,29,0,,0.0,0,0,HI
861,29,1,over,0.8220000000000001,407572,34429,ID
862,29,0,,0.204,300,0,IL
863,29,0,,0.016,32,0,IN
864,29,0,,0.005,10,0,IA
865,29,0,,0.09,13532,137,KS
866,29,0,,0.047,42,0,KY
867,29,0,,0.0,0,0,LA
868,29,0,,0.055,387,0,ME
869,29,0,,0.174,1264,0,MD
870,29,0,,0.0,0,0,MA
871,29,0,,0.163,1107,0,MI
872,29,0,,0.11800000000000001,2026,0,MN
873,29,0,,0.0,0,0,MS
874,29,0,,0.0,0,0,MO
875,29,1,over,0.584,130346,112525,MT
876,29,0,,0.063,14904,0,NE
877,29,1,over,0.9079999999999999,5323,4172,NV
878,29,1,over,0.985,193,0,NH
879,29,0,,0.0,0,0,NJ
880,29,1,over,1.0,6591,5113,NM
881,29,0,,0.172,387,0,NY
882,29,1,over,0.79,1712,0,NC
883,29,0,,0.281,3115,3924,ND
884,29,0,,0.0,0,0,OH
885,29,1,over,0.48200000000000004,6192,0,OK
886,29,1,over,0.6920000000000001,12376,2531,OR
887,29,0,,0.017,105,0,PA
888,29,0,,0.0,0,0,RI
889,29,0,,0.0,0,0,SC
890,29,0,,0.16,418,731,SD
891,29,1,over,0.748,193,0,TN
892,29,1,over,0.8240000000000001,91518,0,TX
893,29,1,over,0.927,25079,18678,UT
894,29,0,,0.0,0,0,VT
895,29,0,,0.0,0,0,VA
896,29,1,over,0.878,19556,1853,WA
897,29,1,over,1.0,3,0,WV
898,29,0,,0.09699999999999999,1889,0,WI
899,29,1,over,0.684,38128,36555,WY
900,30,0,,0.0,0,0,AL
901,30,0,,0.0,0,0,AK
902,30,1,under,0.965,12362,48710,AZ
903,30,0,,0.0,0,0,AR
904,30,1,under,0.752,29285,48238,CA
905,30,1,over,0.8690000000000001,54046,4060,CO
906,30,0,,0.0,0,0,CT
907,30,0,,0.161,1495,0,DE
908,30,1,over,0.875,3443,0,FL
909,30,0,,0.255,3615,0,GA
910,30,0,,0.0,0,0,HI
911,30,1,over,0.8220000000000001,407572,34429,ID
912,30,0,,0.204,300,0,IL
913,30,0,,0.016,32,0,IN
914,30,0,,0.005,10,0,IA
915,30,0,,0.09,13532,137,KS
916,30,0,,0.047,42,0,KY
917,30,0,,0.0,0,0,LA
918,30,0,,0.055,387,0,ME
919,30,0,,0.174,1264,0,MD
920,30,0,,0.0,0,0,MA
921,30,0,,0.163,1107,0,MI
922,30,0,,0.11800000000000001,2026,0,MN
923,30,0,,0.0,0,0,MS
924,30,0,,0.0,0,0,MO
925,30,1,over,0.584,130346,112525,MT
926,30,0,,0.063,14904,0,NE
927,30,1,over,0.9079999999999999,5323,4172,NV
928,30,1,over,0.985,193,0,NH
929,30,0,,0.0,0,0,NJ
930,30,1,over,1.0,6591,5113,NM
931,30,0,,0.172,387,0,NY
932,30,1,over,0.79,1712,0,NC
933,30,0,,0.281,3115,3924,ND
934,30,0,,0.0,0,0,OH
935,30,1,over,0.48200000000000004,6192,0,OK
936,30,1,over,0.6920000000000001,12376,2531,OR
937,30,0,,0.017,105,0,PA
938,30,0,,0.0,0,0,RI
939,30,0,,0.0,0,0,SC
940,30,0,,0.16,418,731,SD
941,30,1,over,0.748,193,0,TN
942,30,1,over,0.8240000000000001,91518,0,TX
943,30,1,over,0.927,25079,18678,UT
944,30,0,,0.0,0,0,VT
945,30,0,,0.0,0,0,VA
946,30,1,over,0.878,19556,1853,WA
947,30,1,over,1.0,3,0,WV
948,30,0,,0.09699999999999999,1889,0,WI
949,30,1,over,0.684,38128,36555,WY
950,31,0,,0.0,0,0,AL
951,31,0,,0.0,0,0,AK
952,31,1,under,0.965,12362,48710,AZ
953,31,0,,0.0,0,0,AR
954,31,1,under,0.752,29285,48238,CA
955,31,1,over,0.8690000000000001,54046,4060,CO
956,31,0,,0.0,0,0,CT
957,31,0,,0.161,1495,0,DE
958,31,1,over,0.875,3443,0,FL
959,31,0,,0.255,3615,0,GA
960,31,0,,0.0,0,0,HI
961,31,1,over,0.8220000000000001,407572,34429,ID
962,31,0,,0.204,300,0,IL
963,31,0,,0.016,32,0,IN
964,31,0,,0.005,10,0,IA
965,31,0,,0.09,13532,137,KS
966,31,0,,0.047,42,0,KY
967,31,0,,0.0,0,0,LA
968,31,0,,0.055,387,0,ME
969,31,0,,0.174,1264,0,MD
970,31,0,,0.0,0,0,MA
971,31,0,,0.163,1107,0,MI
972,31,0,,0.11800000000000001,2026,0,MN
973,31,0,,0.0,0,0,MS
974,31,0,,0.0,0,0,MO
975,31,1,over,0.584,130346,112525,MT
976,31,0,,0.063,14904,0,NE
977,31,1,over,0.9079999999999999,5323,4172,NV
978,31,1,over,0.985,193,0,NH
979,31,0,,0.0,0,0,NJ
980,31,1,over,1.0,6591,5113,NM
981,31,0,,0.172,387,0,NY
982,31,1,over,0.79,1712,0,NC
983,31,0,,0.281,3115,3924,ND
984,31,0,,0.0,0,0,OH
985,31,1,over,0.48200000000000004,6192,0,OK
986,31,1,over,0.6920000000000001,12376,2531,OR
987,31,0,,0.017,105,0,PA
988,31,0,,0.0,0,0,RI
989,31,0,,0.0,0,0,SC
990,31,0,,0.16,418,731,SD
991,31,1,over,0.748,193,0,TN
992,31,1,over,0.8240000000000001,91518,0,TX
993,31,1,over,0.927,25079,18678,UT
994,31,0,,0.0,0,0,VT
995,31,0,,0.0,0,0,VA
996,31,1,over,0.878,19556,1853,WA
997,31,1,over,1.0,3,0,WV
998,31,0,,0.09699999999999999,1889,0,WI
999,31,1,over,0.684,38128,36555,WY
1000,32,0,,0.0,0,0,AL
1001,32,0,,0.0,0,0,AK
1002,32,1,under,0.965,12362,48710,AZ
1003,32,0,,0.0,0,0,AR
1004,32,1,under,0.752,29285,48238,CA
1005,32,1,over,0.8690000000000001,54046,4060,CO
1006,32,0,,0.0,0,0,CT
1007,32,0,,0.161,1495,0,DE
1008,32,1,over,0.875,3443,0,FL
1009,32,0,,0.255,3615,0,GA
1010,32,0,,0.0,0,0,HI
1011,32,1,over,0.8220000000000001,407572,34429,ID
1012,32,0,,0.204,300,0,IL
1013,32,0,,0.016,32,0,IN
1014,32,0,,0.005,10,0,IA
1015,32,0,,0.09,13532,137,KS
1016,32,0,,0.047,42,0,KY
1017,32,0,,0.0,0,0,LA
1018,32,0,,0.055,387,0,ME
1019,32,0,,0.174,1264,0,MD
1020,32,0,,0.0,0,0,MA
1021,32,0,,0.163,1107,0,MI
1022,32,0,,0.11800000000000001,2026,0,MN
1023,32,0,,0.0,0,0,MS
1024,32,0,,0.0,0,0,MO
1025,32,1,over,0.584,130346,112525,MT
1026,32,0,,0.063,14904,0,NE
1027,32,1,over,0.9079999999999999,5323,4172,NV
1028,32,1,over,0.985,193,0,NH
1029,32,0,,0.0,0,0,NJ
1030,32,1,over,1.0,6591,5113,NM
1031,32,0,,0.172,387,0,NY
1032,32,1,over,0.79,1712,0,NC
1033,32,0,,0.281,3115,3924,ND
1034,32,0,,0.0,0,0,OH
1035,32,1,over,0.48200000000000004,6192,0,OK
1036,32,1,over,0.6920000000000001,12376,2531,OR
1037,32,0,,0.017,105,0,PA
1038,32,0,,0.0,0,0,RI
1039,32,0,,0.0,0,0,SC
1040,32,0,,0.16,418,731,SD
1041,32,1,over,0.748,193,0,TN
1042,32,1,over,0.8240000000000001,91518,0,TX
1043,32,1,over,0.927,25079,18678,UT
1044,32,0,,0.0,0,0,VT
1045,32,0,,0.0,0,0,VA
1046,32,1,over,0.878,19556,1853,WA
1047,32,1,over,1.0,3,0,WV
1048,32,0,,0.09699999999999999,1889,0,WI
1049,32,1,over,0.684,38128,36555,WY
1050,33,0,,0.0,0,0,AL
1051,33,0,,0.0,0,0,AK
1052,33,1,under,0.965,12362,48710,AZ
1053,33,0,,0.0,0,0,AR
1054,33,1,under,0.752,29285,48238,CA
1055,33,1,over,0.8690000000000001,54046,4060,CO
1056,33,0,,0.0,0,0,CT
1057,33,0,,0.161,1495,0,DE
1058,33,1,over,0.875,3443,0,FL
1059,33,0,,0.255,3615,0,GA
1060,33,0,,0.0,0,0,HI
1061,33,1,over,0.8220000000000001,407572,34429,ID
1062,33,0,,0.204,300,0,IL
1063,33,0,,0.016,32,0,IN
1064,33,0,,0.005,10,0,IA
1065,33,0,,0.09,13532,137,KS
1066,33,0,,0.047,42,0,KY
1067,33,0,,0.0,0,0,LA
1068,33,0,,0.055,387,0,ME
1069,33,0,,0.174,1264,0,MD
1070,33,0,,0.0,0,0,MA
1071,33,0,,0.163,1107,0,MI
1072,33,0,,0.11800000000000001,2026,0,MN
1073,33,0,,0.0,0,0,MS
1074,33,0,,0.0,0,0,MO
1075,33,1,over,0.584,130346,112525,MT
1076,33,0,,0.063,14904,0,NE
1077,33,1,over,0.9079999999999999,5323,4172,NV
1078,33,1,over,0.985,193,0,NH
1079,33,0,,0.0,0,0,NJ
1080,33,1,over,1.0,6591,5113,NM
1081,33,0,,0.172,387,0,NY
1082,33,1,over,0.79,1712,0,NC
1083,33,0,,0.281,3115,3924,ND
1084,33,0,,0.0,0,0,OH
1085,33,1,over,0.48200000000000004,6192,0,OK
1086,33,1,over,0.6920000000000001,12376,2531,OR
1087,33,0,,0.017,105,0,PA
1088,33,0,,0.0,0,0,RI
1089,33,0,,0.0,0,0,SC
1090,33,0,,0.16,418,731,SD
1091,33,1,over,0.748,193,0,TN
1092,33,1,over,0.8240000000000001,91518,0,TX
1093,33,1,over,0.927,25079,18678,UT
1094,33,0,,0.0,0,0,VT
1095,33,0,,0.0,0,0,VA
1096,33,1,over,0.878,19556,1853,WA
1097,33,1,over,1.0,3,0,WV
1098,33,0,,0.09699999999999999,1889,0,WI
1099,33,1,over,0.684,38128,36555,WY
1100,34,0,,0.0,0,0,AL
1101,34,0,,0.0,0,0,AK
1102,34,1,under,0.965,12362,48710,AZ
1103,34,0,,0.0,0,0,AR
1104,34,1,under,0.752,29285,48238,CA
1105,34,1,over,0.8690000000000001,54046,4060,CO
1106,34,0,,0.0,0,0,CT
1107,34,0,,0.161,1495,0,DE
1108,34,1,over,0.875,3443,0,FL
1109,34,0,,0.255,3615,0,GA
1110,34,0,,0.0,0,0,HI
1111,34,1,over,0.8220000000000001,407572,34429,ID
1112,34,0,,0.204,300,0,IL
1113,34,0,,0.016,32,0,IN
1114,34,0,,0.005,10,0,IA
1115,34,0,,0.09,13532,137,KS
1116,34,0,,0.047,42,0,KY
1117,34,0,,0.0,0,0,LA
1118,34,0,,0.055,387,0,ME
1119,34,0,,0.174,1264,0,MD
1120,34,0,,0.0,0,0,MA
1121,34,0,,0.163,1107,0,MI
1122,34,0,,0.11800000000000001,2026,0,MN
1123,34,0,,0.0,0,0,MS
1124,34,0,,0.0,0,0,MO
1125,34,1,over,0.584,130346,112525,MT
1126,34,0,,0.063,14904,0,NE
1127,34,1,over,0.9079999999999999,5323,4172,NV
1128,34,1,over,0.985,193,0,NH
1129,34,0,,0.0,0,0,NJ
1130,34,1,over,1.0,6591,5113,NM
1131,34,0,,0.172,387,0,NY
1132,34,1,over,0.79,1712,0,NC
1133,34,0,,0.281,3115,3924,ND
1134,34,0,,0.0,0,0,OH
1135,34,1,over,0.48200000000000004,6192,0,OK
1136,34,1,over,0.6920000000000001,12376,2531,OR
1137,34,0,,0.017,105,0,PA
1138,34,0,,0.0,0,0,RI
1139,34,0,,0.0,0,0,SC
1140,34,0,,0.16,418,731,SD
1141,34,1,over,0.748,193,0,TN
1142,34,1,over,0.8240000000000001,91518,0,TX
1143,34,1,over,0.927,25079,18678,UT
1144,34,0,,0.0,0,0,VT
1145,34,0,,0.0,0,0,VA
1146,34,1,over,0.878,19556,1853,WA
1147,34,1,over,1.0,3,0,WV
1148,34,0,,0.09699999999999999,1889,0,WI
1149,34,1,over,0.684,38128,36555,WY
1150,35,1,under,0.835,2757,3189,AL
1151,35,1,over,0.8270000000000001,414,204,AK
1152,35,1,under,1.0,15396,87576,AZ
1153,35,1,under,0.72,307,7384,AR
1154,35,1,under,1.0,280298,737738,CA
1155,35,1,over,1.0,76399,15214,CO
1156,35,0,,0.282,229,1231,CT
1157,35,1,over,0.885,13385,2545,DE
1158,35,1,under,0.9309999999999999,52201,118740,FL
1159,35,1,over,0.927,78903,16083,GA
1160,35,1,under,0.996,838,5951,HI
1161,35,1,over,1.0,363937,17761,ID
1162,35,1,over,0.8859999999999999,23970,2714,IL
1163,35,1,over,0.7090000000000001,8258,3054,IN
1164,35,1,over,0.701,1136,556,IA
1165,35,1,under,0.985,1787,2353,KS
1166,35,1,under,0.5820000000000001,183,1825,KY
1167,35,1,under,0.449,329,2857,LA
1168,35,0,,0.313,6299,597,ME
1169,35,1,over,0.887,10362,4317,MD
1170,35,1,over,0.731,7599,691,MA
1171,35,1,over,0.81,76512,4419,MI
1172,35,1,over,0.8220000000000001,45740,670,MN
1173,35,1,over,1.0,316,37,MS
1174,35,1,over,0.9740000000000001,12533,2325,MO
1175,35,1,over,1.0,5152,118,MT
1176,35,1,over,0.7509999999999999,9929,243,NE
1177,35,1,over,1.0,5619,3013,NV
1178,35,1,under,0.784,1075,1505,NH
1179,35,1,over,0.82,20193,11413,NJ
1180,35,1,over,1.0,12203,11305,NM
1181,35,1,over,0.499,21475,4403,NY
1182,35,1,under,0.685,8221,9286,NC
1183,35,1,over,0.85,29270,13,ND
1184,35,1,over,0.823,10724,8691,OH
1185,35,1,over,0.9740000000000001,3321,296,OK
1186,35,1,over,0.924,111186,11072,OR
1187,35,1,under,0.5589999999999999,2899,8574,PA
1188,35,1,over,0.9009999999999999,235,207,RI
1189,35,1,under,0.851,7719,9132,SC
1190,35,0,,0.308,197,36,SD
1191,35,1,under,0.7290000000000001,2351,4094,TN
1192,35,1,under,0.9990000000000001,30187,32834,TX
1193,35,1,over,1.0,2124,1721,UT
1194,35,1,over,0.6890000000000001,925,381,VT
1195,35,1,over,0.623,4820,2612,VA
1196,35,1,over,0.9990000000000001,258992,10354,WA
1197,35,1,under,0.639,184,241,WV
1198,35,1,over,0.951,192893,418,WI
1199,35,1,under,0.609,23,1065,WY
1200,36,1,under,0.7140000000000001,14,21,AL
1201,36,0,,0.0,0,0,AK
1202,36,1,under,0.9990000000000001,59877,210572,AZ
1203,36,0,,0.0,0,0,AR
1204,36,1,under,0.997,181932,482386,CA
1205,36,1,under,0.9740000000000001,275953,282436,CO
1206,36,0,,0.0,0,0,CT
1207,36,0,,0.046,50,0,DE
1208,36,0,,0.327,219,0,FL
1209,36,1,over,0.8,48,0,GA
1210,36,0,,0.0,0,0,HI
1211,36,1,over,0.948,733315,138892,ID
1212,36,0,,0.252,1001,0,IL
1213,36,0,,0.245,2943,0,IN
1214,36,0,,0.121,443,0,IA
1215,36,1,over,0.569,150259,2034,KS
1216,36,0,,0.033,50,0,KY
1217,36,0,,0.0,0,0,LA
1218,36,0,,0.015,25,0,ME
1219,36,0,,0.243,168,120,MD
1220,36,0,,0.0,0,0,MA
1221,36,0,,0.205,11244,0,MI
1222,36,0,,0.33,14306,0,MN
1223,36,0,,0.0,0,0,MS
1224,36,0,,0.115,352,0,MO
1225,36,1,over,0.8290000000000001,335257,214592,MT
1226,36,1,over,0.516,215058,22486,NE
1227,36,1,over,0.958,213210,108400,NV
1228,36,0,,0.0,0,0,NH
1229,36,0,,0.285,230,0,NJ
1230,36,1,over,0.9670000000000001,112694,82463,NM
1231,36,0,,0.053,375,0,NY
1232,36,1,over,1.0,1700,0,NC
1233,36,0,,0.20600000000000002,7924,1131,ND
1234,36,0,,0.079,255,0,OH
1235,36,1,over,0.591,17300,389,OK
1236,36,1,over,0.9590000000000001,255282,62165,OR
1237,36,0,,0.086,763,0,PA
1238,36,0,,0.0,0,0,RI
1239,36,1,over,1.0,50,0,SC
1240,36,1,under,0.524,26955,31009,SD
1241,36,1,over,0.691,477,80,TN
1242,36,1,over,0.799,65936,11889,TX
1243,36,1,over,0.977,371971,149213,UT
1244,36,0,,0.0,0,0,VT
1245,36,1,over,0.541,550,0,VA
1246,36,1,over,0.961,257314,18495,WA
1247,36,1,over,0.583,42,0,WV
1248,36,0,,0.307,21513,0,WI
1249,36,1,over,0.94,205266,150593,WY
1250,37,0,,0.256,2326,671,AL
1251,37,0,,0.342,262,0,AK
1252,37,1,under,1.0,11895,36065,AZ
1253,37,1,over,0.449,7482,4620,AR
1254,37,1,under,0.9279999999999999,96984,340296,CA
1255,37,1,under,0.8370000000000001,137997,289631,CO
1256,37,0,,0.013999999999999999,20,20,CT
1257,37,0,,0.395,685,0,DE
1258,37,0,,0.231,17654,1886,FL
1259,37,1,over,0.439,22954,0,GA
1260,37,1,over,1.0,262,0,HI
1261,37,1,under,0.897,84764,93153,ID
1262,37,0,,0.0,0,0,IL
1263,37,0,,0.282,1160,0,IN
1264,37,0,,0.042,60,0,IA
1265,37,0,,0.29100000000000004,61551,1687,KS
1266,37,0,,0.083,528,201,KY
1267,37,1,over,0.48100000000000004,2525,1514,LA
1268,37,0,,0.0,0,0,ME
1269,37,0,,0.031,106,0,MD
1270,37,0,,0.0,0,0,MA
1271,37,0,,0.026000000000000002,220,0,MI
1272,37,0,,0.172,1850,600,MN
1273,37,0,,0.027000000000000003,275,60,MS
1274,37,0,,0.177,4798,0,MO
1275,37,1,under,0.753,76548,235586,MT
1276,37,0,,0.23399999999999999,46758,2200,NE
1277,37,1,under,0.9059999999999999,26279,88777,NV
1278,37,0,,0.0,0,0,NH
1279,37,0,,0.006999999999999999,24,0,NJ
1280,37,1,over,0.779,59147,26868,NM
1281,37,0,,0.036000000000000004,250,80,NY
1282,37,1,over,0.447,16463,225,NC
1283,37,0,,0.026000000000000002,450,182,ND
1284,37,0,,0.048,212,0,OH
1285,37,1,over,0.557,40701,0,OK
1286,37,1,over,0.892,165935,162552,OR
1287,37,0,,0.065,660,0,PA
1288,37,0,,0.0,0,0,RI
1289,37,0,,0.127,1386,0,SC
1290,37,0,,0.09300000000000001,2026,1360,SD
1291,37,0,,0.10400000000000001,1038,26,TN
1292,37,1,over,0.635,350533,25375,TX
1293,37,1,under,0.9570000000000001,68895,91316,UT
1294,37,0,,0.0,0,0,VT
1295,37,0,,0.013999999999999999,140,0,VA
1296,37,1,over,0.894,86516,38495,WA
1297,37,0,,0.027999999999999997,45,0,WV
1298,37,0,,0.301,4618,0,WI
1299,37,1,under,0.9179999999999999,57730,394640,WY
1300,38,0,,0.0,0,0,AL
1301,38,0,,0.0,0,0,AK
1302,38,1,under,0.965,12362,48710,AZ
1303,38,0,,0.0,0,0,AR
1304,38,1,under,0.752,29285,48238,CA
1305,38,1,over,0.8690000000000001,54046,4060,CO
1306,38,0,,0.0,0,0,CT
1307,38,0,,0.161,1495,0,DE
1308,38,1,over,0.875,3443,0,FL
1309,38,0,,0.255,3615,0,GA
1310,38,0,,0.0,0,0,HI
1311,38,1,over,0.8220000000000001,407572,34429,ID
1312,38,0,,0.204,300,0,IL
1313,38,0,,0.016,32,0,IN
1314,38,0,,0.005,10,0,IA
1315,38,0,,0.09,13532,137,KS
1316,38,0,,0.047,42,0,KY
1317,38,0,,0.0,0,0,LA
1318,38,0,,0.055,387,0,ME
1319,38,0,,0.174,1264,0,MD
1320,38,0,,0.0,0,0,MA
1321,38,0,,0.163,1107,0,MI
1322,38,0,,0.11800000000000001,2026,0,MN
1323,38,0,,0.0,0,0,MS
1324,38,0,,0.0,0,0,MO
1325,38,1,over,0.584,130346,112525,MT
1326,38,0,,0.063,14904,0,NE
1327,38,1,over,0.9079999999999999,5323,4172,NV
1328,38,1,over,0.985,193,0,NH
1329,38,0,,0.0,0,0,NJ
1330,38,1,over,1.0,6591,5113,NM
1331,38,0,,0.172,387,0,NY
1332,38,1,over,0.79,1712,0,NC
1333,38,0,,0.281,3115,3924,ND
1334,38,0,,0.0,0,0,OH
1335,38,1,over,0.48200000000000004,6192,0,OK
1336,38,1,over,0.6920000000000001,12376,2531,OR
1337,38,0,,0.017,105,0,PA
1338,38,0,,0.0,0,0,RI
1339,38,0,,0.0,0,0,SC
1340,38,0,,0.16,418,731,SD
1341,38,1,over,0.748,193,0,TN
1342,38,1,over,0.8240000000000001,91518,0,TX
1343,38,1,over,0.927,25079,18678,UT
1344,38,0,,0.0,0,0,VT
1345,38,0,,0.0,0,0,VA
1346,38,1,over,0.878,19556,1853,WA
1347,38,1,over,1.0,3,0,WV
1348,38,0,,0.09699999999999999,1889,0,WI
1349,38,1,over,0.684,38128,36555,WY
1350,39,0,,0.0,0,0,AL
1351,39,0,,0.0,0,0,AK
1352,39,1,under,0.965,12362,48710,AZ
1353,39,0,,0.0,0,0,AR
1354,39,1,under,0.752,29285,48238,CA
1355,39,1,over,0.8690000000000001,54046,4060,CO
1356,39,0,,0.0,0,0,CT
1357,39,0,,0.161,1495,0,DE
1358,39,1,over,0.875,3443,0,FL
1359,39,0,,0.255,3615,0,GA
1360,39,0,,0.0,0,0,HI
