weather_grid,state,county,fips
7149,MO,Sullivan,29211
6688,CO,Garfield,8045
6781,OH,Montgomery,39113
4892,CA,Santa Clara,6085
6273,UT,Millard,49027
6402,WV,Barbour,54001
7123,NE,Harlan,31083
7150,MO,Adair,29001
6900,CO,Denver,8031
6969,IN,Parke,18121
6479,UT,Emery,49015
6592,OH,Athens,39009
7122,NE,Harlan,31083
7151,MO,Adair,29001
5868,NV,Nye,32023
5668,NV,Nye,32023
7121,NE,Furnas,31065
7152,MO,Knox,29103
6687,CO,Garfield,8045
6782,OH,Montgomery,39113
6899,CO,Adams,8001
6970,IN,Parke,18121
7120,NE,Furnas,31065
7153,MO,Lewis,29111
5275,CA,Tuolumne,6109
6069,NV,White Pine,32033
6214,VA,Fauquier,51061
6272,UT,Millard,49027
6403,WV,Tucker,54093
5082,CA,Stanislaus,6099
7119,NE,Red Willow,31145
7154,MO,Lewis,29111
6478,UT,Emery,49015
6593,OH,Washington,39167
5470,NV,Mineral,32021
6898,CO,Jefferson,8059
6971,IN,Montgomery,18107
7118,NE,Red Willow,31145
7155,IL,Adams,17001
6686,CO,Garfield,8045
6783,OH,Greene,39057
5867,NV,Nye,32023
6026,MD,Talbot,24041
7117,NE,Hitchcock,31087
7156,IL,Adams,17001
4891,CA,San Mateo,6081
5667,NV,Nye,32023
6897,CO,Jefferson,8059
6972,IN,Hendricks,18063
7116,NE,Hitchcock,31087
7157,IL,Schuyler,17169
6477,UT,Emery,49015
6594,OH,Washington,39167
6068,NV,White Pine,32033
6215,VA,Prince William,51153
6271,UT,Millard,49027
6404,WV,Tucker,54093
6685,CO,Garfield,8045
6784,OH,Fayette,39047
7115,NE,Dundy,31057
7158,IL,Schuyler,17169
5274,CA,Tuolumne,6109
6896,CO,Gilpin,8047
6973,IN,Hendricks,18063
5469,CA,Mono,6051
7114,NE,Dundy,31057
7159,IL,Schuyler,17169
5081,CA,San Joaquin,6077
5866,NV,Nye,32023
6027,MD,Dorchester,24019
6476,UT,Emery,49015
6595,WV,Pleasants,54073
6684,CO,Garfield,8045
6785,OH,Fayette,39047
7113,NE,Dundy,31057
7160,IL,Mason,17125
6895,CO,Grand,8049
6974,IN,Marion,18097
5666,NV,Esmeralda,32009
6270,UT,Millard,49027
6405,WV,Grant,54023
6067,NV,White Pine,32033
6216,VA,Fairfax,51059
7112,CO,Yuma,8125
7161,IL,Menard,17129
6894,CO,Grand,8049
6975,IN,Hancock,18059
6683,CO,Garfield,8045
6786,OH,Pickaway,39129
7111,CO,Yuma,8125
7162,IL,Menard,17129
6475,UT,Emery,49015
6596,WV,Tyler,54095
5273,CA,Tuolumne,6109
5468,CA,Mono,6051
7110,CO,Yuma,8125
7163,IL,Logan,17107
5865,NV,Nye,32023
6028,DE,Sussex,10005
6269,UT,Millard,49027
6406,WV,Hardy,54031
6893,CO,Summit,8117
6976,IN,Hancock,18059
5080,CA,Alameda,6001
6066,NV,White Pine,32033
6217,VA,Arlington,51013
5665,NV,Mineral,32021
6682,UT,Uintah,49047
6787,OH,Pickaway,39129
7109,CO,Washington,8121
7164,IL,De Witt,17039
6474,UT,Sanpete,49039
6597,WV,Doddridge,54017
6892,CO,Eagle,8037
6977,IN,Henry,18065
7108,CO,Washington,8121
7165,IL,De Witt,17039
6268,UT,Millard,49027
6407,WV,Hampshire,54027
6681,UT,Uintah,49047
6788,OH,Fairfield,39045
7107,CO,Washington,8121
7166,IL,Piatt,17147
5864,NV,Nye,32023
6029,DE,Sussex,10005
5467,CA,Mono,6051
5272,CA,Calaveras,6009
6891,CO,Eagle,8037
6978,IN,Wayne,18177
6065,NV,White Pine,32033
6218,MD,Prince Georges,24033
6473,UT,Sanpete,49039
6598,WV,Harrison,54033
5664,NV,Mineral,32021
7106,CO,Morgan,8087
7167,IL,Champaign,17019
5079,CA,Alameda,6001
6680,UT,Uintah,49047
6789,OH,Perry,39127
6890,CO,Garfield,8045
6979,IN,Wayne,18177
6267,UT,Millard,49027
6408,VA,Frederick,51069
7105,CO,Morgan,8087
7168,IL,Champaign,17019
7339,NE,Johnson,31097
7340,NE,Nemaha,31127
7338,NE,Johnson,31097
7341,MO,Atchison,29005
7337,NE,Gage,31067
7342,MO,Atchison,29005
7336,NE,Gage,31067
7343,MO,Nodaway,29147
7335,NE,Saline,31151
7344,MO,Nodaway,29147
5863,NV,Nye,32023
6030,DE,Sussex,10005
7334,NE,Fillmore,31059
7345,MO,Nodaway,29147
6472,UT,Sanpete,49039
6599,WV,Taylor,54091
6064,NV,Nye,32023
6219,MD,Anne Arundel,24003
7333,NE,Fillmore,31059
7346,MO,Gentry,29075
7104,CO,Morgan,8087
7169,IL,Vermilion,17183
5466,CA,Tuolumne,6109
7332,NE,Clay,31035
7347,MO,Harrison,29081
6889,CO,Garfield,8045
6980,OH,Preble,39135
5271,CA,Stanislaus,6099
6679,UT,Uintah,49047
6790,OH,Perry,39127
7331,NE,Clay,31035
7348,MO,Harrison,29081
7330,NE,Adams,31001
7349,MO,Mercer,29129
5663,NV,Mineral,32021
7329,NE,Adams,31001
7350,MO,Mercer,29129
7103,CO,Weld,8123
7170,IL,Vermilion,17183
6266,UT,Millard,49027
6409,VA,Frederick,51069
7328,NE,Kearney,31099
7351,MO,Sullivan,29211
5078,CA,Alameda,6001
6888,CO,Rio Blanco,8103
6981,OH,Montgomery,39113
7327,NE,Kearney,31099
7352,MO,Sullivan,29211
6471,UT,Juab,49023
6600,WV,Preston,54077
7102,CO,Weld,8123
7171,IN,Fountain,18045
7326,NE,Phelps,31137
7353,MO,Schuyler,29197
6678,UT,Carbon,49007
6791,OH,Morgan,39115
6063,NV,Nye,32023
5862,NV,Nye,32023
7325,NE,Phelps,31137
7354,MO,Schuyler,29197
7324,NE,Gosper,31073
7355,MO,Scotland,29199
6887,CO,Rio Blanco,8103
6982,OH,Montgomery,39113
5465,CA,Tuolumne,6109
7101,CO,Weld,8123
7172,IN,Fountain,18045
5270,CA,San Joaquin,6077
6265,NV,White Pine,32033
6410,VA,Clarke,51043
7323,NE,Frontier,31063
7356,MO,Clark,29045
5662,NV,Mineral,32021
6470,UT,Millard,49027
6601,WV,Preston,54077
6677,UT,Carbon,49007
6792,OH,Morgan,39115
7322,NE,Frontier,31063
7357,MO,Clark,29045
7100,CO,Boulder,8013
7173,IN,Montgomery,18107
6886,CO,Rio Blanco,8103
6983,OH,Clark,39023
7321,NE,Frontier,31063
7358,IL,Hancock,17067
5077,CA,San Mateo,6081
6062,NV,Nye,32023
6221,MD,Talbot,24041
5861,NV,Nye,32023
7320,NE,Hayes,31085
7359,IL,Hancock,17067
7099,CO,Boulder,8013
7174,IN,Boone,18011
6676,UT,Carbon,49007
6793,OH,Noble,39121
6264,NV,White Pine,32033
6411,VA,Loudoun,51107
7319,NE,Hayes,31085
7360,IL,McDonough,17109
6469,UT,Millard,49027
6602,MD,Garrett,24023
6885,CO,Rio Blanco,8103
6984,OH,Clark,39023
5464,CA,Tuolumne,6109
7318,NE,Chase,31029
7361,IL,McDonough,17109
5661,NV,Mineral,32021
7098,CO,Boulder,8013
7175,IN,Boone,18011
5269,CA,San Joaquin,6077
7317,NE,Chase,31029
7362,IL,Fulton,17057
6061,NV,Nye,32023
6222,MD,Caroline,24011
6675,UT,Carbon,49007
6794,OH,Monroe,39111
6884,CO,Rio Blanco,8103
6985,OH,Madison,39097
5860,NV,Nye,32023
7316,NE,Chase,31029
7363,IL,Fulton,17057
7097,CO,Grand,8049
7176,IN,Hamilton,18057
6468,UT,Millard,49027
6603,WV,Mineral,54057
6263,NV,White Pine,32033
6412,MD,Montgomery,24031
7315,CO,Yuma,8125
7364,IL,Mason,17125
7096,CO,Grand,8049
7177,IN,Hamilton,18057
5463,CA,Tuolumne,6109
6883,CO,Rio Blanco,8103
6986,OH,Franklin,39049
7314,CO,Yuma,8125
7365,IL,Tazewell,17179
6674,UT,Carbon,49007
6795,WV,Wetzel,54103
5660,CA,Mono,6051
6060,NV,Nye,32023
6223,DE,Kent,10001
5268,CA,Contra Costa,6013
6467,UT,Millard,49027
6604,WV,Mineral,54057
7313,CO,Yuma,8125
7366,IL,Tazewell,17179
7095,CO,Grand,8049
7178,IN,Madison,18095
6262,NV,White Pine,32033
6413,MD,Montgomery,24031
5859,NV,Mineral,32021
6882,UT,Uintah,49047
6987,OH,Franklin,39049
7312,CO,Washington,8121
7367,IL,McLean,17113
6673,UT,Sanpete,49039
6796,WV,Wetzel,54103
7094,CO,Grand,8049
7179,IN,Delaware,18035
7311,CO,Washington,8121
7368,IL,McLean,17113
6466,UT,Millard,49027
6605,WV,Hampshire,54027
5462,CA,Calaveras,6009
5659,CA,Mono,6051
6059,NV,Nye,32023
6224,DE,Sussex,10005
6881,UT,Uintah,49047
6988,OH,Fairfield,39045
7310,CO,Washington,8121
7369,IL,McLean,17113
6261,NV,White Pine,32033
6414,MD,Howard,24027
7093,CO,Routt,8107
7180,IN,Randolph,18135
5267,CA,Contra Costa,6013
6672,UT,Sanpete,49039
6797,WV,Marion,54049
5858,NV,Mineral,32021
7309,CO,Morgan,8087
7370,IL,Champaign,17019
6880,UT,Uintah,49047
6989,OH,Perry,39127
7092,CO,Rio Blanco,8103
7181,IN,Randolph,18135
6465,UT,Millard,49027
6606,WV,Hampshire,54027
7308,CO,Morgan,8087
7371,IL,Champaign,17019
7542,NE,Otoe,31131
7543,NE,Otoe,31131
7541,NE,Otoe,31131
7544,IA,Fremont,19071
6058,NV,Nye,32023
7540,NE,Lancaster,31109
7545,IA,Fremont,19071
7539,NE,Lancaster,31109
7546,IA,Page,19145
6671,UT,Juab,49023
6798,WV,Monongalia,54061
6260,NV,White Pine,32033
6415,MD,Anne Arundel,24003
7538,NE,Saline,31151
7547,IA,Taylor,19173
5658,CA,Alpine,6003
7537,NE,Fillmore,31059
7548,IA,Taylor,19173
5461,CA,Calaveras,6009
7536,NE,Fillmore,31059
7549,IA,Ringgold,19159
7307,CO,Morgan,8087
7372,IL,Vermilion,17183
7091,CO,Rio Blanco,8103
7182,OH,Darke,39037
7535,NE,Clay,31035
7550,IA,Ringgold,19159
6879,UT,Uintah,49047
6990,OH,Muskingum,39119
7534,NE,Clay,31035
7551,IA,Decatur,19053
5857,NV,Mineral,32021
7533,NE,Adams,31001
7552,IA,Decatur,19053
5266,CA,Contra Costa,6013
6464,UT,Millard,49027
6607,WV,Berkeley,54003
7532,NE,Adams,31001
7553,IA,Wayne,19185
7306,CO,Weld,8123
7373,IL,Vermilion,17183
7531,NE,Kearney,31099
7554,IA,Wayne,19185
7090,CO,Rio Blanco,8103
7183,OH,Miami,39109
6670,UT,Juab,49023
6799,WV,Monongalia,54061
7530,NE,Kearney,31099
7555,IA,Appanoose,19007
6878,UT,Duchesne,49013
6991,OH,Muskingum,39119
6259,NV,White Pine,32033
6057,NV,Nye,32023
7305,CO,Weld,8123
7374,IN,Warren,18171
7529,NE,Phelps,31137
7556,IA,Davis,19051
7528,NE,Phelps,31137
7557,IA,Davis,19051
5657,CA,Alpine,6003
5460,CA,San Joaquin,6077
7089,CO,Rio Blanco,8103
7184,OH,Miami,39109
7527,NE,Gosper,31073
7558,IA,Van Buren,19177
7304,CO,Weld,8123
7375,IN,Warren,18171
6463,NV,White Pine,32033
6608,WV,Jefferson,54037
5856,NV,Mineral,32021
7526,NE,Frontier,31063
7559,IA,Van Buren,19177
6669,UT,Juab,49023
6800,WV,Preston,54077
6877,UT,Duchesne,49013
6992,OH,Guernsey,39059
7525,NE,Frontier,31063
7560,IA,Lee,19111
7303,CO,Larimer,8069
7376,IN,Tippecanoe,18157
7088,CO,Rio Blanco,8103
7185,OH,Champaign,39021
6258,NV,Nye,32023
6417,MD,Kent,24029
7524,NE,Frontier,31063
7561,IA,Lee,19111
6056,NV,Nye,32023
7523,NE,Hayes,31085
7562,IL,Hancock,17067
7302,CO,Larimer,8069
7377,IN,Clinton,18023
6462,NV,White Pine,32033
6609,MD,Frederick,24021
6876,UT,Duchesne,49013
6993,OH,Noble,39121
6668,UT,Juab,49023
6801,MD,Garrett,24023
5656,CA,Tuolumne,6109
7522,NE,Hayes,31085
7563,IL,McDonough,17109
7087,CO,Rio Blanco,8103
7186,OH,Champaign,39021
5855,NV,Mineral,32021
5459,CA,San Joaquin,6077
7521,NE,Chase,31029
7564,IL,McDonough,17109
7301,CO,Larimer,8069
7378,IN,Clinton,18023
6257,NV,Nye,32023
6418,MD,Queen Annes,24035
7520,NE,Chase,31029
7565,IL,Fulton,17057
6875,UT,Utah,49049
6994,OH,Belmont,39013
6055,NV,Nye,32023
7086,CO,Rio Blanco,8103
7187,OH,Union,39159
6667,UT,Juab,49023
6802,MD,Garrett,24023
7300,CO,Grand,8049
7379,IN,Tipton,18159
7519,NE,Chase,31029
7566,IL,Fulton,17057
6461,NV,White Pine,32033
6610,MD,Frederick,24021
7518,CO,Phillips,8095
7567,IL,Peoria,17143
5655,CA,Calaveras,6009
5854,NV,Lyon,32019
7299,CO,Jackson,8057
7380,IN,Tipton,18159
7085,CO,Rio Blanco,8103
7188,OH,Franklin,39049
6874,UT,Utah,49049
6995,OH,Belmont,39013
7517,CO,Phillips,8095
7568,IL,Tazewell,17179
5458,CA,Sacramento,6067
6256,NV,Nye,32023
6419,DE,Kent,10001
6666,UT,Juab,49023
6803,MD,Allegany,24001
6054,NV,Nye,32023
7516,CO,Phillips,8095
7569,IL,Tazewell,17179
6460,NV,White Pine,32033
6611,MD,Carroll,24013
7298,CO,Jackson,8057
7381,IN,Madison,18095
7084,UT,Uintah,49047
7189,OH,Franklin,39049
7515,CO,Logan,8075
7570,IL,Woodford,17203
6873,UT,Utah,49049
6996,WV,Marshall,54051
7297,CO,Grand,8049
7382,IN,Delaware,18035
7514,CO,Logan,8075
7571,IL,McLean,17113
5654,CA,Amador,6005
5853,NV,Douglas,32005
6665,UT,Juab,49023
6804,MD,Allegany,24001
6255,NV,Nye,32023
7083,UT,Uintah,49047
7190,OH,Licking,39089
6459,NV,White Pine,32033
6612,MD,Baltimore,24005
5457,CA,Solano,6095
7513,CO,Logan,8075
7572,IL,McLean,17113
6053,NV,Nye,32023
7296,CO,Routt,8107
7383,IN,Jay,18075
6872,UT,Utah,49049
6997,PA,Greene,42059
7512,CO,Weld,8123
7573,IL,Livingston,17105
7082,UT,Uintah,49047
7191,OH,Licking,39089
6664,UT,Juab,49023
6805,WV,Morgan,54065
7295,CO,Routt,8107
7384,IN,Jay,18075
7511,CO,Weld,8123
7574,IL,Ford,17053
6254,NV,Nye,32023
5852,CA,Alpine,6003
6458,NV,White Pine,32033
6613,MD,Baltimore,24005
5653,CA,Amador,6005
7747,NE,Cass,31025
7748,NE,Cass,31025
7746,NE,Cass,31025
7749,IA,Fremont,19071
6871,UT,Juab,49023
6998,PA,Greene,42059
7745,NE,Lancaster,31109
7750,IA,Page,19145
7744,NE,Lancaster,31109
7751,IA,Page,19145
7743,NE,Seward,31159
7752,IA,Taylor,19173
7742,NE,York,31185
7753,IA,Taylor,19173
7510,CO,Weld,8123
7575,IL,Iroquois,17075
7741,NE,York,31185
7754,IA,Ringgold,19159
7294,CO,Routt,8107
7385,OH,Mercer,39107
6052,NV,Mineral,32021
7081,UT,Uintah,49047
7192,OH,Muskingum,39119
7740,NE,Hamilton,31081
7755,IA,Ringgold,19159
5456,CA,Solano,6095
7739,NE,Hamilton,31081
7756,IA,Decatur,19053
7738,NE,Hall,31079
7757,IA,Decatur,19053
6663,UT,Juab,49023
6806,WV,Morgan,54065
7509,CO,Weld,8123
7576,IL,Iroquois,17075
7737,NE,Hall,31079
7758,IA,Wayne,19185
7736,NE,Buffalo,31019
7759,IA,Wayne,19185
6870,UT,Juab,49023
6999,PA,Fayette,42051
7293,CO,Moffat,8081
7386,OH,Shelby,39149
6253,NV,Nye,32023
6422,NJ,Cape May,34009
7735,NE,Buffalo,31019
7760,IA,Appanoose,19007
6457,NV,White Pine,32033
6614,MD,Baltimore,24005
7080,UT,Duchesne,49013
7193,OH,Muskingum,39119
7508,CO,Weld,8123
7577,IN,Benton,18007
7734,NE,Buffalo,31019
7761,IA,Davis,19051
5851,CA,Alpine,6003
5652,CA,Sacramento,6067
7733,NE,Dawson,31047
7762,IA,Davis,19051
6051,NV,Mineral,32021
7292,CO,Moffat,8081
7387,OH,Shelby,39149
6662,NV,White Pine,32033
6807,MD,Washington,24043
7732,NE,Dawson,31047
7763,IA,Van Buren,19177
7507,CO,Weld,8123
7578,IN,Benton,18007
6869,UT,Juab,49023
7000,PA,Fayette,42051
7731,NE,Dawson,31047
7764,IA,Van Buren,19177
7079,UT,Duchesne,49013
7194,OH,Guernsey,39059
7730,NE,Lincoln,31111
7765,IA,Henry,19087
6456,NV,White Pine,32033
7506,CO,Larimer,8069
7579,IN,White,18181
6252,NV,Nye,32023
7291,CO,Moffat,8081
7388,OH,Logan,39091
7729,NE,Lincoln,31111
7766,IA,Henry,19087
7728,NE,Lincoln,31111
7767,IA,Des Moines,19057
5850,CA,Amador,6005
6661,NV,White Pine,32033
6808,MD,Washington,24043
7505,CO,Larimer,8069
7580,IN,Carroll,18015
7078,UT,Duchesne,49013
7195,OH,Guernsey,39059
6868,UT,Juab,49023
7001,PA,Somerset,42111
5651,CA,Sacramento,6067
6050,NV,Mineral,32021
7727,NE,Lincoln,31111
7768,IL,Henderson,17071
7290,CO,Moffat,8081
7389,OH,Logan,39091
7726,NE,Perkins,31135
7769,IL,Warren,17187
7504,CO,Larimer,8069
7581,IN,Carroll,18015
6455,NV,Eureka,32011
6616,MD,Cecil,24015
5454,CA,Marin,6041
6251,NV,Lander,32015
7725,NE,Perkins,31135
7770,IL,Knox,17095
7077,UT,Duchesne,49013
7196,OH,Belmont,39013
7289,CO,Moffat,8081
7390,OH,Union,39159
6867,UT,Juab,49023
7002,PA,Somerset,42111
6660,NV,White Pine,32033
6809,MD,Frederick,24021
7503,CO,Larimer,8069
7582,IN,Miami,18103
7724,NE,Perkins,31135
7771,IL,Knox,17095
5849,CA,El Dorado,6017
7723,CO,Sedgwick,8115
7772,IL,Peoria,17143
6049,NV,Lyon,32019
5650,CA,Yolo,6113
7502,CO,Jackson,8057
7583,IN,Miami,18103
7288,CO,Moffat,8081
7391,OH,Delaware,39041
7076,UT,Wasatch,49051
7197,OH,Belmont,39013
6454,NV,Eureka,32011
6617,DE,New Castle,10003
7722,CO,Sedgwick,8115
7773,IL,Peoria,17143
6866,UT,Juab,49023
7003,PA,Somerset,42111
6250,NV,Churchill,32001
6659,NV,White Pine,32033
6810,MD,Carroll,24013
7721,CO,Sedgwick,8115
7774,IL,Woodford,17203
7501,CO,Jackson,8057
7584,IN,Grant,18053
5453,CA,Marin,6041
7287,UT,Uintah,49047
7392,OH,Morrow,39117
7720,CO,Logan,8075
7775,IL,Woodford,17203
7075,UT,Utah,49049
7198,WV,Ohio,54069
5848,CA,El Dorado,6017
6048,NV,Lyon,32019
7500,CO,Jackson,8057
7585,IN,Wells,18179
6453,NV,Lander,32015
6618,NJ,Cumberland,34011
6865,UT,Juab,49023
7004,PA,Bedford,42009
7719,CO,Logan,8075
7776,IL,Livingston,17105
5649,CA,Solano,6095
7286,UT,Uintah,49047
7393,OH,Knox,39083
6658,NV,White Pine,32033
6811,MD,Carroll,24013
6249,NV,Churchill,32001
7718,CO,Logan,8075
7777,IL,Livingston,17105
7499,CO,Routt,8107
7586,IN,Wells,18179
7074,UT,Utah,49049
7199,PA,Washington,42125
7717,CO,Weld,8123
7778,IL,Livingston,17105
7285,UT,Uintah,49047
7394,OH,Knox,39083
6864,UT,Juab,49023
7005,PA,Bedford,42009
7498,CO,Routt,8107
7587,IN,Adams,18001
6452,NV,Lander,32015
6619,NJ,Cumberland,34011
6047,NV,Douglas,32005
5847,CA,El Dorado,6017
7716,CO,Weld,8123
7779,IL,Iroquois,17075
6657,NV,White Pine,32033
6812,MD,Baltimore,24005
7073,UT,Utah,49049
7200,PA,Washington,42125
7956,NE,Sarpy,31153
7957,NE,Sarpy,31153
7955,NE,Saunders,31155
7958,IA,Mills,19129
7954,NE,Saunders,31155
7959,IA,Montgomery,19137
7953,NE,Saunders,31155
7960,IA,Montgomery,19137
6248,NV,Churchill,32001
7952,NE,Butler,31023
7961,IA,Adams,19003
5648,CA,Napa,6055
7951,NE,Polk,31143
7962,IA,Adams,19003
7715,CO,Weld,8123
7780,IL,Iroquois,17075
7497,CO,Moffat,8081
7588,OH,Mercer,39107
7284,UT,Uintah,49047
7395,OH,Coshocton,39031
7950,NE,Polk,31143
7963,IA,Union,19175
7949,NE,Merrick,31121
7964,IA,Union,19175
7948,NE,Merrick,31121
7965,IA,Clarke,19039
6863,UT,Juab,49023
7006,PA,Fulton,42057
7947,NE,Howard,31093
7966,IA,Clarke,19039
7714,CO,Weld,8123
7781,IL,Iroquois,17075
7946,NE,Howard,31093
7967,IA,Lucas,19117
7072,UT,Utah,49049
7201,PA,Washington,42125
6451,NV,Lander,32015
6620,NJ,Cumberland,34011
7496,CO,Moffat,8081
7589,OH,Auglaize,39011
7945,NE,Sherman,31163
7968,IA,Lucas,19117
6656,NV,White Pine,32033
6813,MD,Harford,24025
7283,UT,Duchesne,49013
7396,OH,Coshocton,39031
7944,NE,Sherman,31163
7969,IA,Monroe,19135
6046,CA,Alpine,6003
5846,CA,Sacramento,6067
7713,CO,Weld,8123
7782,IN,Newton,18111
7943,NE,Custer,31041
7970,IA,Wapello,19179
6247,NV,Churchill,32001
7942,NE,Custer,31041
7971,IA,Wapello,19179
6862,NV,White Pine,32033
7007,PA,Franklin,42055
7495,CO,Moffat,8081
7590,OH,Auglaize,39011
5647,CA,Napa,6055
7941,NE,Custer,31041
7972,IA,Jefferson,19101
7712,CO,Weld,8123
7783,IN,Jasper,18073
7071,UT,Tooele,49045
7202,PA,Westmoreland,42129
7282,UT,Duchesne,49013
7397,OH,Tuscarawas,39157
7940,NE,Custer,31041
7973,IA,Jefferson,19101
6655,NV,Eureka,32011
6814,MD,Cecil,24015
6450,NV,Lander,32015
6621,NJ,Atlantic,34001
7939,NE,Lincoln,31111
7974,IA,Henry,19087
7711,CO,Larimer,8069
7784,IN,White,18181
7494,CO,Moffat,8081
7591,OH,Hardin,39065
7938,NE,Lincoln,31111
7975,IA,Henry,19087
6045,CA,El Dorado,6017
6861,NV,White Pine,32033
7008,PA,Franklin,42055
5845,CA,Sacramento,6067
7937,NE,Lincoln,31111
7976,IA,Louisa,19115
7070,UT,Tooele,49045
7203,PA,Westmoreland,42129
7281,UT,Duchesne,49013
7398,OH,Tuscarawas,39157
6246,NV,Lyon,32019
7710,CO,Larimer,8069
7785,IN,White,18181
7493,CO,Moffat,8081
7592,OH,Hardin,39065
7936,NE,Lincoln,31111
7977,IL,Mercer,17131
5646,CA,Sonoma,6097
6654,NV,Eureka,32011
6815,MD,Cecil,24015
7935,NE,Keith,31101
7978,IL,Mercer,17131
7709,CO,Larimer,8069
7786,IN,Cass,18017
6449,NV,Lander,32015
7280,UT,Duchesne,49013
7399,OH,Harrison,39067
7934,NE,Keith,31101
7979,IL,Knox,17095
6860,NV,White Pine,32033
7009,PA,Adams,42001
7069,UT,Tooele,49045
7204,PA,Somerset,42111
7492,CO,Moffat,8081
7593,OH,Marion,39101
7708,CO,Larimer,8069
7787,IN,Miami,18103
6044,CA,El Dorado,6017
7933,NE,Keith,31101
7980,IL,Knox,17095
6245,NV,Lyon,32019
5844,CA,Yolo,6113
7932,NE,Deuel,31049
7981,IL,Stark,17175
7707,CO,Larimer,8069
7788,IN,Wabash,18169
6653,NV,Eureka,32011
6816,DE,New Castle,10003
7491,CO,Moffat,8081
7594,OH,Marion,39101
7279,UT,Wasatch,49051
7400,OH,Harrison,39067
7931,NE,Deuel,31049
7982,IL,Marshall,17123
6448,NV,Churchill,32001
7068,UT,Tooele,49045
7205,PA,Somerset,42111
6859,NV,White Pine,32033
7010,PA,Adams,42001
5645,CA,Sonoma,6097
7930,NE,Cheyenne,31033
7983,IL,Marshall,17123
7706,CO,Jackson,8057
7789,IN,Huntington,18069
7490,UT,Uintah,49047
7595,OH,Morrow,39117
7278,UT,Wasatch,49051
7401,OH,Jefferson,39081
6043,CA,El Dorado,6017
7929,NE,Cheyenne,31033
7984,IL,La Salle,17099
6244,NV,Lyon,32019
7705,CO,Jackson,8057
7790,IN,Huntington,18069
6652,NV,Lander,32015
6817,NJ,Salem,34033
7067,UT,Tooele,49045
7206,PA,Bedford,42009
5843,CA,Yolo,6113
7928,NE,Cheyenne,31033
7985,IL,La Salle,17099
6858,NV,White Pine,32033
7011,PA,York,42133
6447,NV,Churchill,32001
7489,UT,Uintah,49047
7596,OH,Richland,39139
7927,NE,Cheyenne,31033
7986,IL,La Salle,17099
7277,UT,Utah,49049
7402,PA,Washington,42125
7704,CO,Routt,8107
7791,IN,Wells,18179
7926,NE,Kimball,31105
7987,IL,Grundy,17063
7066,UT,Tooele,49045
7207,PA,Bedford,42009
7488,UT,Uintah,49047
7597,OH,Richland,39139
6042,CA,El Dorado,6017
6243,NV,Carson City,32510
6651,NV,Lander,32015
6818,NJ,Gloucester,34015
7703,CO,Routt,8107
7792,IN,Adams,18001
6857,NV,White Pine,32033
7012,PA,York,42133
7925,NE,Kimball,31105
7988,IL,Kankakee,17091
7276,UT,Utah,49049
7403,PA,Allegheny,42003
5842,CA,Yolo,6113
6446,NV,Churchill,32001
8165,NE,Douglas,31055
8166,IA,Pottawattamie,19155
8164,NE,Douglas,31055
8167,IA,Pottawattamie,19155
8163,NE,Saunders,31155
8168,IA,Pottawattamie,19155
8162,NE,Saunders,31155
8169,IA,Cass,19029
8161,NE,Butler,31023
8170,IA,Cass,19029
8160,NE,Polk,31143
8171,IA,Adair,19001
7487,UT,Uintah,49047
7598,OH,Holmes,39075
7702,CO,Moffat,8081
7793,OH,Van Wert,39161
7924,WY,Laramie,56021
7989,IL,Kankakee,17091
8159,NE,Merrick,31121
8172,IA,Adair,19001
8158,NE,Nance,31125
8173,IA,Madison,19121
7065,UT,Tooele,49045
7208,PA,Fulton,42057
8157,NE,Nance,31125
8174,IA,Madison,19121
8156,NE,Howard,31093
8175,IA,Warren,19181
7923,WY,Laramie,56021
7990,IL,Kankakee,17091
6650,NV,Lander,32015
6819,NJ,Camden,34007
7275,UT,Utah,49049
7404,PA,Allegheny,42003
8155,NE,Howard,31093
8176,IA,Warren,19181
6856,NV,White Pine,32033
7013,PA,Lancaster,42071
7701,CO,Moffat,8081
7794,OH,Van Wert,39161
6242,NV,Carson City,32510
8154,NE,Sherman,31163
8177,IA,Marion,19125
6041,CA,Placer,6061
7486,UT,Duchesne,49013
7599,OH,Holmes,39075
8153,NE,Sherman,31163
8178,IA,Marion,19125
7922,WY,Laramie,56021
7991,IN,Newton,18111
6445,NV,Churchill,32001
8152,NE,Custer,31041
8179,IA,Mahaska,19123
5841,CA,Napa,6055
7064,NV,Elko,32007
7209,PA,Huntingdon,42061
8151,NE,Custer,31041
8180,IA,Keokuk,19107
7700,CO,Moffat,8081
7795,OH,Putnam,39137
7274,UT,Tooele,49045
7405,PA,Westmoreland,42129
7921,WY,Laramie,56021
7992,IN,Jasper,18073
8150,NE,Custer,31041
8181,IA,Keokuk,19107
7485,UT,Duchesne,49013
7600,OH,Tuscarawas,39157
8149,NE,Custer,31041
8182,IA,Washington,19183
6855,NV,Eureka,32011
7014,PA,Lancaster,42071
6649,NV,Lander,32015
6820,NJ,Atlantic,34001
8148,NE,Lincoln,31111
8183,IA,Washington,19183
7920,WY,Laramie,56021
7993,IN,Pulaski,18131
7699,CO,Moffat,8081
7796,OH,Hancock,39063
6241,CA,Placer,6061
8147,NE,Lincoln,31111
8184,IA,Louisa,19115
6040,CA,Placer,6061
7063,NV,Elko,32007
7210,PA,Franklin,42055
6444,NV,Churchill,32001
