,cdl,cdl_desc,gen_class,gen_class_desc,label_group_desc,label_group_desc_corr,label_group,name,cintcp,covmax,amxdr,cfact_fal,cfact_cov,mannings_n,double_crop_a,double_crop_b,cultivated_cdl,state,cdl_a,cdl_b,plant_begin_a,plant_begin_active_begin_a,plant_begin_active_end_a,plant_end_a,harvest_begin_a,harvest_begin_active_begin_a,harvest_begin_active_end_a,harvest_end_a,plant_begin_b,plant_begin_active_begin_b,plant_begin_active_end_b,plant_end_b,harvest_begin_b,harvest_begin_active_begin_b,harvest_begin_active_end_b,harvest_end_b,Unnamed: 0,irrigation_flag,irrigation_type,irrigated_fraction,above_canopy_acres,below_canopy_acres,cultivated_gen,cn_fallow_A,cn_fallow_B,cn_fallow_C,cn_fallow_D,cn_ag_A,cn_ag_B,cn_ag_C,cn_ag_D
1594,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,IL,,,20-Apr,29-Apr,6-May,13-May,26-May,2-Jun,19-Jun,28-Jun,,,,,,,,,1562.0,1.0,over,0.828,23969.0,0.0,1,74,83,88,90,64,74,81,85
1595,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,IN,,,14-Apr,27-Apr,12-May,26-May,10-Jun,17-Jun,30-Jun,19-Jul,,,,,,,,,1563.0,1.0,over,0.49,16055.0,0.0,1,74,83,88,90,64,74,81,85
1596,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,IA,,,10-Apr,21-Apr,9-May,20-May,4-Jun,17-Jun,28-Jun,13-Jul,,,,,,,,,1564.0,1.0,over,0.461,2983.0,0.0,1,74,83,88,90,64,74,81,85
1597,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,KS,,,14-Apr,22-Apr,5-May,21-May,10-Jun,30-Jun,18-Jul,6-Aug,,,,,,,,,1565.0,1.0,over,0.698,52251.0,1809.0,1,74,83,88,90,64,74,81,85
1598,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,KY,,,18-Apr,3-May,17-May,26-May,9-Jun,20-Jun,10-Jul,17-Jul,,,,,,,,,1566.0,0.0,,0.285,3444.0,10.0,1,74,83,88,90,64,74,81,85
1599,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,LA,,,13-Apr,1-May,11-May,26-May,2-Jun,14-Jun,25-Jun,15-Jul,,,,,,,,,1567.0,1.0,over,0.502,8688.0,7272.0,1,74,83,88,90,64,74,81,85
1600,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,ME,,,17-Apr,5-May,20-May,8-Jun,24-Jun,14-Jul,24-Jul,6-Aug,,,,,,,,,1568.0,0.0,,0.379,1209.0,0.0,1,74,83,88,90,64,74,81,85
1601,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,MD,,,9-Apr,17-Apr,6-May,21-May,5-Jun,13-Jun,1-Jul,15-Jul,,,,,,,,,1569.0,1.0,over,0.825,9457.0,0.0,1,74,83,88,90,64,74,81,85
1602,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,MA,,,16-Apr,3-May,12-May,30-May,10-Jun,17-Jun,25-Jun,11-Jul,,,,,,,,,1570.0,1.0,over,0.568,2406.0,15.0,1,74,83,88,90,64,74,81,85
1603,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,MI,,,14-Apr,29-Apr,9-May,26-May,14-Jun,26-Jun,15-Jul,1-Aug,,,,,,,,,1571.0,1.0,over,0.509,32199.0,36.0,1,74,83,88,90,64,74,81,85
1604,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,MN,,,20-Apr,2-May,19-May,8-Jun,24-Jun,2-Jul,13-Jul,20-Jul,,,,,,,,,1572.0,0.0,,0.375,11458.0,19446.0,1,74,83,88,90,64,74,81,85
1605,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,MS,,,14-Apr,30-Apr,11-May,31-May,18-Jun,30-Jun,7-Jul,14-Jul,,,,,,,,,1573.0,1.0,over,0.606,5979.0,23.0,1,74,83,88,90,64,74,81,85
1606,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,MO,,,10-Apr,21-Apr,28-Apr,6-May,14-May,2-Jun,11-Jun,1-Jul,,,,,,,,,1574.0,1.0,over,0.895,5861.0,4764.0,1,74,83,88,90,64,74,81,85
1607,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,MT,,,9-Apr,17-Apr,24-Apr,2-May,10-May,22-May,9-Jun,24-Jun,,,,,,,,,1575.0,1.0,under,0.7170000000000001,55072.0,55551.0,1,74,83,88,90,64,74,81,85
1608,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,NE,,,9-Apr,25-Apr,15-May,25-May,2-Jun,18-Jun,8-Jul,23-Jul,,,,,,,,,1576.0,1.0,over,0.978,106255.0,2100.0,1,74,83,88,90,64,74,81,85
1609,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,NV,,,19-Apr,7-May,19-May,27-May,14-Jun,25-Jun,15-Jul,2-Aug,,,,,,,,,1577.0,1.0,over,1.0,5790.0,2291.0,1,74,83,88,90,64,74,81,85
1610,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,NH,,,21-Apr,30-Apr,19-May,1-Jun,19-Jun,8-Jul,19-Jul,6-Aug,,,,,,,,,1578.0,1.0,over,1.0,717.0,16.0,1,74,83,88,90,64,74,81,85
1611,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,NJ,,,10-Apr,20-Apr,6-May,14-May,24-May,9-Jun,18-Jun,3-Jul,,,,,,,,,1579.0,1.0,over,0.8740000000000001,16923.0,64.0,1,74,83,88,90,64,74,81,85
1612,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,NM,,,9-Apr,25-Apr,4-May,18-May,26-May,4-Jun,14-Jun,27-Jun,,,,,,,,,1580.0,1.0,under,1.0,3161.0,3724.0,1,74,83,88,90,64,74,81,85
1613,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,NY,,,8-Apr,16-Apr,27-Apr,12-May,29-May,16-Jun,4-Jul,11-Jul,,,,,,,,,1581.0,1.0,over,0.613,8061.0,6.0,1,74,83,88,90,64,74,81,85
1614,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,NC,,,10-Apr,22-Apr,2-May,20-May,3-Jun,18-Jun,28-Jun,8-Jul,,,,,,,,,1582.0,1.0,over,0.426,22026.0,61.0,1,74,83,88,90,64,74,81,85
1615,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,ND,,,11-Apr,28-Apr,6-May,22-May,9-Jun,25-Jun,5-Jul,13-Jul,,,,,,,,,1583.0,0.0,,0.341,8235.0,9839.0,1,74,83,88,90,64,74,81,85
1616,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,OH,,,16-Apr,2-May,11-May,31-May,7-Jun,18-Jun,8-Jul,22-Jul,,,,,,,,,1584.0,1.0,over,0.504,8214.0,8.0,1,74,83,88,90,64,74,81,85
1617,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,OK,,,9-Apr,24-Apr,3-May,14-May,31-May,11-Jun,27-Jun,16-Jul,,,,,,,,,1585.0,1.0,over,0.813,28284.0,0.0,1,74,83,88,90,64,74,81,85
1618,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,OR,,,21-Apr,10-May,24-May,10-Jun,30-Jun,9-Jul,19-Jul,3-Aug,,,,,,,,,1586.0,1.0,over,0.579,179988.0,11902.0,1,74,83,88,90,64,74,81,85
1619,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,PA,,,9-Apr,27-Apr,16-May,2-Jun,9-Jun,20-Jun,27-Jun,4-Jul,,,,,,,,,1587.0,0.0,,0.195,2981.0,7.0,1,74,83,88,90,64,74,81,85
1620,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,RI,,,18-Apr,3-May,20-May,1-Jun,17-Jun,29-Jun,18-Jul,28-Jul,,,,,,,,,1588.0,1.0,over,0.933,2230.0,0.0,1,74,83,88,90,64,74,81,85
1621,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,SC,,,10-Apr,18-Apr,29-Apr,10-May,30-May,15-Jun,26-Jun,5-Jul,,,,,,,,,1589.0,1.0,over,0.928,21675.0,8.0,1,74,83,88,90,64,74,81,85
1622,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,SD,,,14-Apr,24-Apr,10-May,29-May,17-Jun,29-Jun,13-Jul,30-Jul,,,,,,,,,1590.0,1.0,over,0.62,9190.0,360.0,1,74,83,88,90,64,74,81,85
1623,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,TN,,,14-Apr,2-May,21-May,7-Jun,23-Jun,11-Jul,21-Jul,4-Aug,,,,,,,,,1591.0,1.0,over,0.544,7677.0,5.0,1,74,83,88,90,64,74,81,85
1624,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,TX,,,17-Apr,30-Apr,19-May,4-Jun,16-Jun,4-Jul,18-Jul,31-Jul,,,,,,,,,1592.0,1.0,over,0.8859999999999999,121510.0,26379.0,1,74,83,88,90,64,74,81,85
1625,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,UT,,,8-Apr,20-Apr,27-Apr,11-May,23-May,8-Jun,18-Jun,3-Jul,,,,,,,,,1593.0,1.0,over,0.966,5201.0,702.0,1,74,83,88,90,64,74,81,85
1626,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,VT,,,19-Apr,9-May,19-May,4-Jun,23-Jun,12-Jul,1-Aug,13-Aug,,,,,,,,,1594.0,1.0,over,0.626,320.0,6.0,1,74,83,88,90,64,74,81,85
1627,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,VA,,,15-Apr,3-May,21-May,30-May,19-Jun,2-Jul,13-Jul,21-Jul,,,,,,,,,1595.0,1.0,over,0.478,10535.0,0.0,1,74,83,88,90,64,74,81,85
1628,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,WA,,,10-Apr,23-Apr,9-May,26-May,7-Jun,16-Jun,4-Jul,21-Jul,,,,,,,,,1596.0,1.0,over,0.918,163512.0,9981.0,1,74,83,88,90,64,74,81,85
1629,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,WV,,,13-Apr,23-Apr,3-May,12-May,31-May,13-Jun,2-Jul,10-Jul,,,,,,,,,1597.0,1.0,over,0.436,421.0,0.0,1,74,83,88,90,64,74,81,85
1630,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,WI,,,13-Apr,27-Apr,15-May,3-Jun,19-Jun,4-Jul,16-Jul,25-Jul,,,,,,,,,1598.0,1.0,over,0.42,10033.0,49.0,1,74,83,88,90,64,74,81,85
1631,44,Other Crops,100,Other crops,Mixed,Mixed,,Other Crops,0.25,100.0,46.0,0.687,0.16399999999999998,0.013999999999999999,,,1.0,WY,,,12-Apr,25-Apr,14-May,22-May,9-Jun,19-Jun,2-Jul,10-Jul,,,,,,,,,1599.0,1.0,under,0.983,21562.0,24592.0,1,74,83,88,90,64,74,81,85
1632,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,AL,,,14-Apr,21-Apr,5-May,21-May,3-Jun,22-Jun,6-Jul,18-Jul,,,,,,,,,1600.0,0.0,,0.0,0.0,0.0,1,74,83,88,90,60,72,80,83
1633,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,AZ,,,19-Apr,4-May,17-May,6-Jun,14-Jun,24-Jun,12-Jul,23-Jul,,,,,,,,,1602.0,1.0,under,0.965,12362.0,48710.0,1,74,83,88,90,60,72,80,83
1634,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,AR,,,17-Apr,5-May,18-May,6-Jun,22-Jun,4-Jul,14-Jul,29-Jul,,,,,,,,,1603.0,0.0,,0.0,0.0,0.0,1,74,83,88,90,60,72,80,83
1635,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,CA,,,12-Apr,21-Apr,9-May,26-May,5-Jun,13-Jun,26-Jun,16-Jul,,,,,,,,,1604.0,1.0,under,0.752,29285.0,48238.0,1,74,83,88,90,60,72,80,83
1636,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,CO,,,9-Apr,20-Apr,4-May,17-May,30-May,19-Jun,28-Jun,14-Jul,,,,,,,,,1605.0,1.0,over,0.8690000000000001,54046.0,4060.0,1,74,83,88,90,60,72,80,83
1637,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,CT,,,12-Apr,22-Apr,1-May,15-May,23-May,7-Jun,21-Jun,29-Jun,,,,,,,,,1606.0,0.0,,0.0,0.0,0.0,1,74,83,88,90,60,72,80,83
1638,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,DE,,,16-Apr,2-May,16-May,24-May,1-Jun,11-Jun,28-Jun,16-Jul,,,,,,,,,1607.0,0.0,,0.161,1495.0,0.0,1,74,83,88,90,60,72,80,83
1639,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,FL,,,12-Apr,2-May,10-May,25-May,4-Jun,18-Jun,27-Jun,15-Jul,,,,,,,,,1608.0,1.0,over,0.875,3443.0,0.0,1,74,83,88,90,60,72,80,83
1640,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,GA,,,17-Apr,28-Apr,18-May,2-Jun,9-Jun,27-Jun,14-Jul,1-Aug,,,,,,,,,1609.0,0.0,,0.255,3615.0,0.0,1,74,83,88,90,60,72,80,83
1641,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,ID,,,11-Apr,28-Apr,12-May,20-May,7-Jun,23-Jun,12-Jul,1-Aug,,,,,,,,,1611.0,1.0,over,0.8220000000000001,407572.0,34429.0,1,74,83,88,90,60,72,80,83
1642,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,IL,,,10-Apr,24-Apr,5-May,16-May,28-May,9-Jun,21-Jun,6-Jul,,,,,,,,,1612.0,0.0,,0.204,300.0,0.0,1,74,83,88,90,60,72,80,83
1643,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,IN,,,15-Apr,1-May,16-May,29-May,18-Jun,6-Jul,17-Jul,1-Aug,,,,,,,,,1613.0,0.0,,0.016,32.0,0.0,1,74,83,88,90,60,72,80,83
1644,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,IA,,,19-Apr,6-May,14-May,1-Jun,21-Jun,2-Jul,21-Jul,31-Jul,,,,,,,,,1614.0,0.0,,0.005,10.0,0.0,1,74,83,88,90,60,72,80,83
1645,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,KS,,,17-Apr,29-Apr,12-May,21-May,6-Jun,21-Jun,7-Jul,17-Jul,,,,,,,,,1615.0,0.0,,0.09,13532.0,137.0,1,74,83,88,90,60,72,80,83
1646,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,KY,,,9-Apr,19-Apr,9-May,18-May,31-May,7-Jun,23-Jun,5-Jul,,,,,,,,,1616.0,0.0,,0.047,42.0,0.0,1,74,83,88,90,60,72,80,83
1647,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,LA,,,12-Apr,23-Apr,30-Apr,7-May,19-May,6-Jun,26-Jun,4-Jul,,,,,,,,,1617.0,0.0,,0.0,0.0,0.0,1,74,83,88,90,60,72,80,83
1648,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,ME,,,14-Apr,1-May,14-May,30-May,14-Jun,30-Jun,15-Jul,28-Jul,,,,,,,,,1618.0,0.0,,0.055,387.0,0.0,1,74,83,88,90,60,72,80,83
1649,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,MD,,,12-Apr,24-Apr,1-May,21-May,30-May,13-Jun,27-Jun,13-Jul,,,,,,,,,1619.0,0.0,,0.174,1264.0,0.0,1,74,83,88,90,60,72,80,83
1650,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,MA,,,20-Apr,10-May,27-May,10-Jun,28-Jun,14-Jul,24-Jul,5-Aug,,,,,,,,,1620.0,0.0,,0.0,0.0,0.0,1,74,83,88,90,60,72,80,83
1651,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,MI,,,15-Apr,2-May,22-May,5-Jun,25-Jun,13-Jul,2-Aug,20-Aug,,,,,,,,,1621.0,0.0,,0.163,1107.0,0.0,1,74,83,88,90,60,72,80,83
1652,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,MN,,,20-Apr,10-May,28-May,8-Jun,28-Jun,9-Jul,19-Jul,26-Jul,,,,,,,,,1622.0,0.0,,0.118,2026.0,0.0,1,74,83,88,90,60,72,80,83
1653,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,MS,,,20-Apr,2-May,22-May,29-May,17-Jun,26-Jun,10-Jul,17-Jul,,,,,,,,,1623.0,0.0,,0.0,0.0,0.0,1,74,83,88,90,60,72,80,83
1654,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,MO,,,16-Apr,28-Apr,10-May,28-May,11-Jun,23-Jun,13-Jul,30-Jul,,,,,,,,,1624.0,0.0,,0.0,0.0,0.0,1,74,83,88,90,60,72,80,83
1655,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,MT,,,8-Apr,15-Apr,3-May,19-May,8-Jun,24-Jun,1-Jul,17-Jul,,,,,,,,,1625.0,1.0,over,0.584,130346.0,112525.0,1,74,83,88,90,60,72,80,83
1656,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,NE,,,17-Apr,24-Apr,13-May,31-May,9-Jun,21-Jun,10-Jul,18-Jul,,,,,,,,,1626.0,0.0,,0.063,14904.0,0.0,1,74,83,88,90,60,72,80,83
1657,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,NV,,,9-Apr,17-Apr,27-Apr,4-May,12-May,20-May,7-Jun,25-Jun,,,,,,,,,1627.0,1.0,over,0.908,5323.0,4172.0,1,74,83,88,90,60,72,80,83
1658,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,NH,,,14-Apr,25-Apr,15-May,4-Jun,16-Jun,1-Jul,15-Jul,29-Jul,,,,,,,,,1628.0,1.0,over,0.985,193.0,0.0,1,74,83,88,90,60,72,80,83
1659,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,NJ,,,12-Apr,30-Apr,13-May,22-May,29-May,8-Jun,22-Jun,9-Jul,,,,,,,,,1629.0,0.0,,0.0,0.0,0.0,1,74,83,88,90,60,72,80,83
1660,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,NM,,,9-Apr,26-Apr,4-May,13-May,31-May,14-Jun,1-Jul,17-Jul,,,,,,,,,1630.0,1.0,over,1.0,6591.0,5113.0,1,74,83,88,90,60,72,80,83
1661,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,NY,,,8-Apr,25-Apr,14-May,25-May,12-Jun,23-Jun,2-Jul,11-Jul,,,,,,,,,1631.0,0.0,,0.172,387.0,0.0,1,74,83,88,90,60,72,80,83
1662,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,NC,,,9-Apr,25-Apr,10-May,28-May,10-Jun,30-Jun,13-Jul,25-Jul,,,,,,,,,1632.0,1.0,over,0.79,1712.0,0.0,1,74,83,88,90,60,72,80,83
1663,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,ND,,,21-Apr,6-May,16-May,31-May,16-Jun,30-Jun,7-Jul,19-Jul,,,,,,,,,1633.0,0.0,,0.281,3115.0,3924.0,1,74,83,88,90,60,72,80,83
1664,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,OH,,,8-Apr,17-Apr,26-Apr,5-May,17-May,28-May,7-Jun,22-Jun,,,,,,,,,1634.0,0.0,,0.0,0.0,0.0,1,74,83,88,90,60,72,80,83
1665,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,OK,,,12-Apr,26-Apr,9-May,26-May,11-Jun,24-Jun,13-Jul,27-Jul,,,,,,,,,1635.0,1.0,over,0.482,6192.0,0.0,1,74,83,88,90,60,72,80,83
1666,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,OR,,,18-Apr,8-May,16-May,1-Jun,19-Jun,3-Jul,11-Jul,18-Jul,,,,,,,,,1636.0,1.0,over,0.6920000000000001,12376.0,2531.0,1,74,83,88,90,60,72,80,83
1667,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,PA,,,19-Apr,1-May,16-May,29-May,11-Jun,20-Jun,9-Jul,18-Jul,,,,,,,,,1637.0,0.0,,0.017,105.0,0.0,1,74,83,88,90,60,72,80,83
1668,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,RI,,,20-Apr,1-May,11-May,18-May,2-Jun,12-Jun,25-Jun,10-Jul,,,,,,,,,1638.0,0.0,,0.0,0.0,0.0,1,74,83,88,90,60,72,80,83
1669,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,SC,,,19-Apr,7-May,18-May,25-May,11-Jun,21-Jun,9-Jul,24-Jul,,,,,,,,,1639.0,0.0,,0.0,0.0,0.0,1,74,83,88,90,60,72,80,83
1670,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,SD,,,14-Apr,2-May,16-May,3-Jun,23-Jun,2-Jul,22-Jul,9-Aug,,,,,,,,,1640.0,0.0,,0.16,418.0,731.0,1,74,83,88,90,60,72,80,83
1671,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,TN,,,15-Apr,2-May,9-May,17-May,25-May,14-Jun,28-Jun,7-Jul,,,,,,,,,1641.0,1.0,over,0.748,193.0,0.0,1,74,83,88,90,60,72,80,83
1672,45,Sugarcane,80,Other grains,not listed,Non-CFR Crops,,Sugarcane,0.1,100.0,100.0,0.467,0.023,0.04,,,1.0,TX,,,15-Apr,26-Apr,16-May,27-May,5-Jun,19-Jun,6-Jul,24-Jul,,,,,,,,,1642.0,1.0,over,0.8240000000000001,91518.0,0.0,1,74,83,88,90,60,72,80,83
